Facultad,nombre_carrera,Malla,cod_ramo,Asignatura,año,semestre,horas_duracion,SCT,SOLOPROCESOS
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,IDU39501,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,LEN39501,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,EED39502,ESTRATEGIAS DE ENSEÑANZA DEPORTIVA,1,2,72,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,ENM39502,ENTRENAMIENTO Y MUSCULACIÓN,1,2,72,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,GPD39502,GESTIÓN Y POLÍTICAS DEPORTIVAS,1,2,54,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FDA39502,FORMACIÓN DEPORTIVA ATLETISMO,1,2,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,IDU39502,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,LEN39502,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,ENF39503,ENTRENAMIENTOS FUNCIONALES,2,3,72,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,LPA39503,LESIONES Y PRIMEROS AUXILIOS,2,3,72,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FBH39503,FORMACIÓN DEPORTIVA BÁSQUETBOL Y HÁNDBOL,2,3,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FSE39503,FISIOLOGÍA DEL EJERCICIO,2,3,72,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FED39503,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,LEN39503,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,MED39504,METODOLOGÍA DE LA EVALUACIÓN DEPORTIVA,2,4,72,6,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,ASD39504,ANTROPOMETRÍA Y SUPLEMENTACIÓN DEPORTIVA,2,4,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FDM39504,FORMACIÓN DEPORTIVA EN EL MEDIO ACUÁTICO,2,4,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,RSU39504,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,LEN39504,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PGF39504,PRÁCTICA EN GIMNASIOS Y FITNESS,2,4,81,7,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,EDD39505,ÉTICA Y DERECHO DEPORTIVO,3,5,36,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PAD39505,PSICOLOGÍA DE LA ACTIVIDAD FÍSICA Y EL DEPORTE,3,5,72,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,MPO39505,MODELOS DE PLANIFICACIÓN DEPORTIVA,3,5,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FBT39505,FORMACIÓN DEPORTIVA BOXEO Y TENIS DE MESA,3,5,36,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,DEP39505,DISEÑO Y EVALUACIÓN DE PROYECTOS DEPORTIVOS,3,5,54,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PAF39505,PRÁCTICA EN ACTIVIDAD FÍSICA,3,5,81,7,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,MIN39506,METODOLOGÍA DE LA INVESTIGACIÓN,3,6,54,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,MED39506,MARKETING Y EVENTOS DEPORTIVOS,3,6,54,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FOS39506,FORMACIÓN DEPORTIVA OUTDOOR Y SOSTENIBILIDAD,3,6,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,ITD39506,INTRODUCCIÓN A LA TECNOLOGÍA DEPORTIVA,3,6,54,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,EFG39506,ELECTIVO DE FORMACIÓN GENERAL I,3,6,36,2,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PID39506,PRÁCTICA EN INICIACIÓN DEPORTIVA,3,6,108,8,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,BAF39507,BIOESTADÍSTICA APLICADA A LA ACTIVIDAD FÍSICA Y DEPORTE,4,7,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,IDA39507,INICIACIÓN AL DEPORTE ADAPTADO,4,7,54,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,FDU39507,FORMACIÓN DEPORTIVA VOLEIBOL,4,7,72,5,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PAE39507,PRESCRIPCIÓN DE LA ACTIVIDAD FÍSICA Y EL EJERCICIO,4,7,72,4,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,EFG39507,ELECTIVO DE FORMACIÓN GENERAL II,4,7,36,2,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PDC39507,PRÁCTICA EN DEPORTE COMPETITIVO,4,7,136,9,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,TFG39508,TRABAJO FINAL DE GRADO,4,8,72,10,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,RTA39508,RESCURSOS TECNOLÓGICOS APLICADOS AL DEPORTE,4,8,54,8,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,PPF39508,PRÁCTICA PROFESIONAL,4,8,234,12,0
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,20,,1
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,10,,1
CIENCIAS HUMANAS,ENTRENADOR EN ACTIVIDAD FISICA Y DEPORTE,MRC26,CIE0001,NIV0. CIENCIAS,1,1,30,,1
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,BIC35301,BIOLOGÍA CELULAR,1,1,72,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,MAT35301,MATEMÁTICAS,1,1,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,MMM35301,MORFOLOGÍA MICRO Y MACROSCÓPICA I,1,1,108,8,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,IMU35301,INTRODUCCIÓN A LA MEDICINA VETERINARIA,1,1,36,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,IDU35301,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,LEN35301,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,QBV35302,QUÍMICA Y BIOQUÍMICA PARA LA VIDA,1,2,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,MMM35302,MORFOLOGÍA MICRO Y MACROSCÓPICA II,1,2,108,8,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,BIE35302,BIOESTADÍSTICA,1,2,36,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ZOO35302,ZOOLOGÍA,1,2,54,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,IDU35302,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,LEN35302,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,AGE35303,AGENTES BIOLÓGICOS DE ENFERMEDAD,2,3,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,FFV35303,FISIOLOGÍA Y FISIOPATOLOGÍA VETERINARIA I,2,3,90,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ECO35303,ECOLOGÍA,2,3,54,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,GEA35303,GENÉTICA  ANIMAL,2,3,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,EBA35303,ETOLOGÍA BIENESTAR ANIMAL,2,3,36,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,FED35303,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,LEN5303,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ING35304,INMUNOLOGÍA GENERAL,2,4,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,FFV35304,FISIOLOGÍA Y FISIOPATOLOGÍA VETERINARIA II,2,4,90,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,EIP35304,ENFERMEDADES INFECCIOSAS Y PARASITARIAS,2,4,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,RSU35304,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,EFG35304,ELECTIVO DE FORMACIÓN GENERAL I,2,4,36,2,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,LEN35304,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PMV35304,PRÁCTICA INTEGRADA EN MEDICINA VETERINARIA I,2,4,36,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PTV35305,PATOLOGÍA VETERINARIA,3,5,72,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,EPI35305,EPIDEMIOLOGÍA,3,5,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,SEM35305,SEMIOLOGÍA,3,5,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,NAA35305,NUTRICIÓN Y ALIMENTACIÓN ANIMAL,3,5,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,CMF35305,CONSERVACIÓN Y MANEJO DE FAUNA SILVESTRE,3,5,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PMV35305,PRÁCTICA INTEGRADA EN MEDICINA VETERINARIA II,3,5,72,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,FAV35306,FARMACOLOGÍA VETERINARIA,3,6,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,SPV35306,SALUD PÚBLICA VETERINARIA,3,6,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PAS35306,PRODUCCIÓN ANIMAL SOSTENIBLE,3,6,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,LEI35306,LEGISLACIÓN Y EVALUACIÓN DE IMPACTO AMBIENTAL,3,6,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ROA35306,REPRODUCCIÓN Y OBSTETRICIA ANIMAL,3,6,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,DER35306,DESARROLLO RURAL,3,6,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PMV35306,PRÁCTICA INTEGRADA EN MEDICINA VETERINARIA III,3,6,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,HBC35307,HEMATOLOGÍA Y BIOQUÍMICA CLÍNICA,4,7,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,IDG35307,IMAGENOLOGÍA DIAGNÓSTICA,4,7,72,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ICV35307,INSPECCIÓN Y CONTROL DE CALIDAD VETERINARIA EN ALIMENTOS,4,7,54,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PRU35307,PRODUCCIÓN DE RUMIANTES,4,7,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PPA35307,PRODUCCIÓN Y PATOLOGÍA  AVIAR,4,7,54,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,EFG35307,ELECTIVO DE FORMACIÓN GENERAL II,4,7,36,2,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PMV35307,PRÁCTICA INTEGRADA EN MEDICINA VETERINARIA IV,4,7,54,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,MAC35308,MEDICINA INTERNA ANIMALES DE COMPAÑÍA,4,8,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,MAM35308,MEDICINA INTERNA ANIMALES MAYORES,4,8,72,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,APP35308,ACUICULTURA Y PATOLOGÍA DE PECES,4,8,36,3,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,CUE35308,CIRUGÍA VETERINARIA,4,8,108,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,IGP35308,INVESTIGACIÓN Y GESTIÓN DE PROYECTOS,4,8,36,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,PMV35308,PRÁCTICA INTEGRADA EN MEDICINA VETERINARIA V,4,8,90,5,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ISP35309,INTERNADO DE SALUD PÚBLICA,5,9,72,7,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ICL35309,INTERNADO CLÍNICO,5,9,216,16,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,TTI35309,TRABAJO DE TITULACIÓN I,5,9,36,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,GAD35309,GESTIÓN Y ADMINISTRACIÓN,5,9,36,4,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,ICB35310,INTERNADO DE CONSERVACIÓN Y BIODIVERSIDAD,5,10,108,8,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,IPA35310,INTERNADO PRODUCIÓN ANIMAL,5,10,108,9,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,TTI35310,TRABAJO DE TITULACIÓN II,5,10,36,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,OPP35310,OPTATIVO DE PROFUNDIZACIÓN,5,10,36,6,0
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS MÉDICAS,MEDICINA VETERINARIA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,FBG21601,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,BQB21601,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,INS21601,INTRODUCCIÓN A LA NUTRICIÓN Y SOBERANÍA ALIMENTARIA,1,1,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,CAL21601,CIENCIA DE LOS ALIMENTOS,1,1,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,MIN21601,MATEMÁTICAS E INFORMÁTICA  APLICADA  A LA NUTRICIÓN,1,1,54,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,IDU21601,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,LEN21601,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,MMM21602,MORFOLOGÍA MICRO Y MACROSCÓPICA,1,2,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,MAI21602,MICROBIOLOGÍA Y AGENTES INFECCIOSOS,1,2,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,BNT21602,BASES DE LA NUTRICIÓN,1,2,72,7,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PAT21602,PLANIFICACIÓN ALIMENTARIA Y TÉCNICAS DIETÉTICAS,1,2,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,IDU21602,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,LEN21602,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,FFS21603,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS I,2,3,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,BNA21603,BIOQUÍMICA NUTRICIONAL APLICADA,2,3,36,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,BMN21603,BASES CELULARES Y MOLECULARES DE LA NUTRICIÓN,2,3,36,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,SEE21603,SALUD PÚBLICA NUTRICIONAL: ENFOQUES EPIDEMIOLÓGICOS,2,3,54,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,FED21603,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,LEN21603,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,FFS21604,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS II,2,4,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,ENA21604,EVALUACIÓN NUTRICIONAL DEL ADULTO Y ADULTO MAYOR,2,4,72,7,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PRA21604,PROCESOS ALIMENTARIOS,2,4,54,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,RSU21604,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,LEN21604,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PRI21604,PRÁCTICA INTEGRADA I,2,4,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,DAA2105,DIETÉTICA DEL ADULTO Y ADULTO MAYOR,3,5,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,ENI21605,EVALUACIÓN NUTRICIONAL INFANTO-JUVENIL,3,5,72,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,ACP21605,ASEGURAMIENTO DE LA CALIDAD EN PRODUCCIÓN ALIMENTARIA,3,5,72,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,TEA21605,TECNOLOGÍA ALIMENTARIA,3,5,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,EEA21605,ESTRATEGIAS DE PROMOCIÓN Y EDUCACIÓN EN NUTRICIÓN Y ALIMENTACIÓN,3,5,72,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,EFG21605,ELECTIVO DE FORMACIÓN GENERAL I,3,5,36,2,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PRI21605,PRÁCTICA INTEGRADA II,3,5,72,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,DIJ21606,DIETÉTICA INFANTO-JUVENIL,3,6,72,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,DAA21606,DIETOTERAPIA DEL ADULTO Y ADULTO MAYOR,3,6,108,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,IIA21606,INNOVACIÓN EN LA INDUSTRIA DE ALIMENTOS,3,6,54,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,EMM21606,EMPRENDIMIENTO Y MARKETING,3,6,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,EFG21606,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PRI21606,PRÁCTICA INTEGRADA III,3,6,108,7,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,FCF21607,FARMACOLOGÍA CLINICA FUNDAMENTAL,4,7,54,4,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,DIJ21607,DIETOTERAPÍA INFANTO-JUVENIL,4,7,108,7,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,NIC21607,NUTRICIÓN COMUNITARIA,4,7,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,NBE21607,NUTRICIÓN BASADA EN EVIDENCIA CIENTÍFICA,4,7,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PEI21607,PROYECTO DE EMPRENDIMIENTO EN INNOVACIÓN ALIMENTARIA,4,7,54,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PRI21607,PRÁCTICA INTEGRADA IV,4,7,108,7,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,NDP21608,NUTRICIÓN DEPORTIVA,4,8,54,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,GSA21608,GESTIÓN EN SALUD,4,8,54,5,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,ADN21608,ADMINISTRACIÓN EN NUTRICIÓN,4,8,72,6,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PAN21608,PARADIGMAS ACTUALES DE LA NUTRICIÓN,4,8,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PRI21608,PRÁCTICA INTEGRADA V,4,8,126,8,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,OPF21609,OPTATIVO DE PROFUNDIZACIÓN,5,9,36,3,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PPA21609,PRÁCTICA PROFESIONAL EN ADMINISTRACIÓN DE SERVICIOS DE ALIMENTACIÓN,5,9,270,20,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PPC21610,PRÁCTICA PROFESIONAL EN NUTRICIÓN COMUNITARIA,5,10,270,20,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,PPN21610,PRÁCTICA PROFESIONAL EN NUTRICIÓN CLINICA,5,10,270,17,0
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS DE LA SALUD,NUTRICIÓN Y DIETÉTICA,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,FBG27101,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS MÉDICAS,OBSTETRICIA Y PUERICULTURA,MRC26,BQB27101,BASES QUÍMICAS Y BIOQUÍMICAS DE LA VIDA,1,1,54,4,0
