Facultad,nombre_carrera,Malla,cod_ramo,Asignatura,año,semestre,horas_duracion,SCT,SOLOPROCESOS
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,RDG24605,RADIODIAGNÓSTICO I,3,5,90,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,EFG24605,ELECTIVO DE FORMACIÓN GENERAL II,3,5,36,2,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PII24605,PRÁCTICA INTEGRADA EN TMI II,3,5,144,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,UTS24606,ULTRASONIDO I,3,6,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FIN24606,FÍSICA NUCLEAR,3,6,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,API24606,ANATOMÍA PATOLÓGICA IMAGENOLÓGICA II,3,6,36,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,TCP24606,TOMOGRAFÍA COMPUTARIZADA I,3,6,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,RDG24606,RADIODIAGNÓSTICO II,3,6,72,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PII824606,PRÁCTICA INTEGRADA TMI III,3,6,144,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,OTS24607,ULTRASONIDO II,4,7,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,MON24607,MEDICINA NUCLEAR,4,7,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,IRM24607,IMAGENOLOGÍA EN RESONANCIA MAGNÉTICA I,4,7,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,TCP24607,TOMOGRAFÍA COMPUTARIZADA II,4,7,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PGI24607,PROYECTO DE GRADO EN TMI I,4,7,36,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PII24607,PRÁCTICA INTEGRADA EN TMI IV,4,7,171,12,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,RIN24608,RADIOLOGÍA INTERVENCIONAL,4,8,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,RTP24608,RADIOTERAPIA,4,8,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,IRM24608,IMAGENOLOGÍA EN RESONANCIA MAGNÉTICA II,4,8,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,INM24608,INFORMÁTICA MÉDICA,4,8,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PGI24608,PROYECTO DE GRADO EN TMI II,4,8,36,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PII24608,PRÁCTICA INTEGRADA EN TMI V,4,8,171,12,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,ICL24609,INTEGRADO CLÍNICO EN TMI I,4,9,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,GAC24609,"GESTIÓN, ACREDITACIÓN Y CONTROL DE CALIDAD EN SALUD",4,9,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PPI24609,PRÁCTICA PROFESIONAL EN TMI I,4,9,300,20,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,ICL24610,INTEGRADO CLÍNICO EN TMI II,4,10,72,10,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,PPI24610,PRÁCTICA PROFESIONAL EN TMI II,4,10,300,20,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FBG24601,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,MAB24601,MATEMÁTICA BÁSICA,1,1,72,9,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,IDU24601,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,LEN24601,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,BPA24602,BIOÉTICA Y PSICOLOGÍA APLICADA A LA ATENCIÓN EN SALUD,1,2,36,4,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,MAM24602,MATEMÁTICA PARA LAS MENCIONES,1,2,72,7,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FFS24603,FISIOLOGÍA Y FISIOPATOLOGÍA DE SISTEMAS I,2,3,72,6,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,FIB24603,FÍSICA BÁSICA,2,3,72,5,0
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,CIE0001,NIV0. CIENCIAS,,1,40,,1
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,LGJ0001,NIV0. LENGUAJE,,1,20,,1
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,MAT0001,NIV0. MATEMÁTICAS,,1,40,,1
CIENCIAS DE LA SALUD,TECNOLOGÍA MÉDICA,MRC26-IM,TAU0001,NIV0. TALLER AUTOGESTIÓN,,1,20,,1
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,FBG24701,FUNDAMENTOS DE BIOLOGÍA Y GENÉTICA HUMANA,1,1,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PCV24701,PSICOLOGÍA DEL CURSO DE VIDA I,1,1,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,OCH24701,OCUPACIÓN HUMANA I,1,1,54,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,EST24701,ESTRATEGIAS TERAPÉUTICAS I,1,1,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,BTO24701,BIOÉTICA EN TERAPIA OCUPACIONAL,1,1,36,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IDU24701,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,LEN24701,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,MMM24702,MORFOLOGÍA MICRO Y MACROSCÓPICA,1,2,72,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PCV24702,PSICOLOGÍA DEL CURSO DE VIDA II,1,2,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,OCH24702,OCUPACIÓN HUMANA II,1,2,54,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,EST24702,ESTRATEGIAS TERAPÉUTICAS II,1,2,54,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IDU24702,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,LEN24702,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,NNH24703,NEUROANATOMÍA Y NEUROFISIOLOGÍA HUMANA,2,3,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,MOH24703,MOVIMIENTO HUMANO I,2,3,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,MIT24703,MODELOS DE INTERVENCIÓN EN TERAPIA OCUPACIONAL I,2,3,72,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,LEN24703,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,FED24703,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PIT24703,PRÁCTICA INTEGRADA EN TERAPIA OCUPACIONAL I,2,3,54,8,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,NCC24704,NEUROCIENCIA COGNITIVA CONDUCTUAL,2,4,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,MOH24704,MOVIMIENTO HUMANO II,2,4,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,MIT24704,MODELOS DE INTERVENCIÓN EN TERAPIA OCUPACIONAL II,2,4,72,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,ATT24704,AYUDAS TÉCNICAS Y TECNOLOGÍA,2,4,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,RSU24704,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,LEN24704,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PIT24704,PRÁCTICA INTEGRADA EN TERAPIA OCUPACIONAL II,2,4,54,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,SOE24705,SALUD OCUPACIONAL Y ERGONOMÍA,3,5,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,ITO24705,INCLUSIÓN SOCIAL EN TERAPIA OCUPACIONAL,3,5,54,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,BIT24705,BASES CLÍNICAS PARA LA INTERVENCIÓN DE TERAPIA OCUPACIONAL,3,5,54,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,OAD24705,ÓRTESIS Y ADAPTACIONES,3,5,72,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,EFG24705,ELECTIVO DE FORMACIÓN GENERAL I,3,5,36,2,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PIT24705,PRÁCTICA INTEGRADA EN TERAPIA OCUPACIONAL III,3,5,84,8,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PPS24706,POLÍTICAS PÚBLICAS SOCIOSANITARIAS,3,6,36,6,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IIA24706,INTERVENCIÓN EN INFANTO ADOLESCENTE I,3,6,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IAD24706,INTERVENCIÓN EN ADULTEZ I,3,6,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IEN24706,INTERVENCIÓN EN ENVEJECIMIENTO I,3,6,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,EFG24706,ELECTIVO DE FORMACIÓN GENERAL II,3,6,36,2,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PIT24706,PRÁCTICA INTEGRADA EN TERAPIA OCUPACIONAL IV,3,6,84,7,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,GAS24707,GESTIÓN Y ADMINISTRACIÓN SOCIOSANITARIA,4,7,36,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,ITO24707,INVESTIGACIÓN EN TERAPIA OCUPACIONAL,4,7,72,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IIA24707,INTERVENCIÓN EN INFANTO ADOLESCENTE II,4,7,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IAD24707,INTERVENCIÓN EN ADULTEZ II,4,7,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IEN24707,INTERVENCIÓN EN ENVEJECIMIENTO II,4,7,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PIT24707,PRÁCTICA INTEGRADA EN TERAPIA OCUPACIONAL V,4,7,92,8,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,GIC24708,GESTIÓN E INTERVENCIÓN COMUNITARIA,4,8,54,3,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,TGR24708,TRABAJO DE GRADO,4,8,72,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IIA24708,INTERVENCIÓN EN INFANTO ADOLESCENTE III,4,8,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IAD24708,INTERVENCIÓN EN ADULTEZ III,4,8,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,IEN24708,INTERVENCIÓN EN ENVEJECIMIENTO III,4,8,54,5,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,PIT24708,PRÁCTICA INTEGRADA EN TERAPIA OCUPACIONAL VI,4,8,92,8,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,P1P24709,PRÁCTICA PROFESIONAL I,5,9,240,13,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,P2P24709,PRÁCTICA PROFESONAL II,5,9,240,13,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,HPR24709,HABILIDADES PROFESIONALES,5,9,36,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,P3P24710,PRÁCTICA PROFESIONAL III,5,10,240,13,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,P4P24710,PRÁCTICA PROFESIONAL IV,5,10,240,13,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,OPF24710,OPTATIVO DE PROFUNDIZACIÓN,5,10,36,4,0
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,CIE0001,NIV0. CIENCIAS,1,1,40,,1
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,20,,1
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,40,,1
CIENCIAS DE LA SALUD,TERAPIA OCUPACIONAL,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,ITS35401,INTRODUCCIÓN AL TRABAJO SOCIAL,1,1,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,TPT35401,TALLER: LA PERSONA DEL TRABAJADOR SOCIAL,1,1,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,SIS35401,SOCIOLOGÍA PARA LA INTERVENCIÓN SOCIAL,1,1,54,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PIS35401,PSICOLOGÍA PARA LA INTERVENCIÓN SOCIAL,1,1,54,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,IDU35401,IDENTIDAD UNIVERSITARIA I,1,1,36,3,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,LEN35401,LENGUA EXTRANJERA I,1,1,54,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,ASS35402,ANTROPOLOGÍA SOCIAL SITUADA,1,2,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MIS35402,METODOLOGÍA PARA INTERVENCIÓN SOCIAL,1,2,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PSC35402,PSICOLOGÍA SOCIAL CONTEMPORÁNEA,1,2,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,IDU35402,IDENTIDAD UNIVERSITARIA II,1,2,36,3,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,LEN35402,LENGUA EXTRANJERA II,1,2,54,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PIO35402,PRÁCTICA I: OBSERVACIÓN,1,2,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MII35403,METODOLOGÍA PARA LA INTERVENCIÓN: INDIVIDUO Y FAMILIA,2,3,72,7,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,ESD35403,ENCUADRE SOCIOPOLÍTICO Y DETERMINANTES SOCIALES DE LA SALUD,2,3,72,7,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,DTS35403,DEONTOLOGÍA DEL TRABAJO SOCIAL,2,3,54,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,FED35403,FORMACIÓN ÉTICA PARA EL DESARROLLO SOSTENIBLE,2,3,36,3,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,EFG35403,ELECTIVO DE FORMACIÓN GENERAL I,2,3,36,2,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,LEN35403,LENGUA EXTRANJERA III,2,3,54,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,EIS35404,EPISTEMOLOGÍA E INVESTIGACIÓN SOCIAL,2,4,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MIG35404,METODOLOGÍA PARA LA INTERVENCIÓN EN GRUPOS Y REDES,2,4,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PSM35404,PSICOPATOLOGÍA Y SALUD MENTAL,2,4,54,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,RSU35404,RESPONSABILIDAD SOCIAL UNIVERSITARIA,2,4,36,3,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,LEN35404,LENGUA EXTRANJERA IV,2,4,54,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PIF35404,PRÁCTICA II: INDIVIDUO Y FAMILIA,2,4,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,EAI35405,ESTADÍSTICA Y ANÁLISIS PARA LA INVESTIGACIÓN SOCIAL,3,5,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MIC35405,METODOLOGÍA PARA LA INTERVENCIÓN EN COMUNIDAD Y CUIDADANÍA,3,5,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PNS35405,PLANIFICACIÓN SOCIAL,3,5,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MTF35405,MODELOS Y TEORÍAS FAMILIARES,3,5,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,FSP35405,FUNDAMENTOS SOCIO-JURÍDICOS DEL ESTADO Y LAS POLÍTICAS PÚBLICAS,3,5,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,FSI35405,FUNDAMENTOS SOCIO-JURÍDICOS DEL INDIVIDUO Y FAMILIA,3,5,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MIC35406,METODOLOGÍA DE INVESTIGACIÓN CUANTITATIVA,3,6,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,DPI35406,"DERECHOS HUMANOS, PERSPECTIVAS DE GÉNERO E INTERCULTURALIDAD",3,6,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,DPP35406,DISEÑO DE PROGRAMAS Y PROYECTOS SOCIALES,3,6,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,TSS35406,TRABAJO SOCIAL CLÍNICO Y SALUD MENTAL,3,6,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,TEP35406,TEORÍA POLÍTICA,3,6,54,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PGR35406,PRÁCTICA III: GRUPOS Y REDES,3,6,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MIC35407,METODOLOGÍA DE INVESTIGACIÓN CUALITATIVA,4,7,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,GTS35407,GERONTOLOGÍA SOCIAL,4,7,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,ITC35407,INTERVENCIÓN EN CRISIS,4,7,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,IGE35407,INTRODUCCIÓN A LA GESTIÓN ECONÓMICA,4,7,72,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,SGS35407,SEGURIDAD SOCIAL,4,7,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,LPL35407,LEGISLACIÓN Y PROTECCIÓN LABORAL,4,7,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,EFG35407,ELECTIVO DE FORMACIÓN GENERAL II,4,7,36,2,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,EAC35408,ESTRATEGIAS DE AFRONTAMIENTO EN CRISIS NO NORMATIVAS,4,8,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,GCM35408,GESTIÓN DEL CONFLICTO Y MEDIACIÓN,4,8,54,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PSF35408,PERITAJE SOCIOFAMILIAR,4,8,54,5,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,TOE35408,"TRABAJO SOCIAL ORGANIZACIONAL, EMPRENDIMIENTO E INNOVACIÓN",4,8,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,SEG38408,SEMINARIO DE GRADO,4,8,54,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PCC35408,PRÁCTICA INTEGRADA: COMUNIDAD Y CUIDADANÍA,4,8,72,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,EPP35409,EVALUACIÓN DE PROGRAMAS Y PROYECTOS SOCIALES,4,9,54,6,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,O1EA35409,OPTATIVO DE ESPECIALIZACIÓN I (A),4,9,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,O2EA35409,OPTATIVO DE ESPECIALIZACIÓN II (A),4,9,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,O3EA35409,OPTATIVO DE ESPECIALIZACIÓN III (A),4,9,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,O1EB35409,OPTATIVO DE ESPECIALIZACIÓN I (B),4,9,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,O2EB35409,OPTATIVO DE ESPECIALIZACIÓN II (B),4,9,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,O3EB35409,OPTATIVO DE ESPECIALIZACIÓN III (B),4,9,36,4,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,PPF35409,PRÁCTICA PROFESIONAL,4,9,144,12,0
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,LGJ0001,NIV0. LENGUAJE,1,1,40,,1
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,MAT0001,NIV0. MATEMÁTICAS,1,1,20,,1
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,TAU0001,NIV0. TALLER AUTOGESTIÓN,1,1,20,,1
CIENCIAS HUMANAS,TRABAJO SOCIAL,MRC26,TIP0001,NIV0. TALLER INTRODUCCIÓN A LA PROFESIÓN,1,1,20,,1
